"idhod","hodnota","stapro_kod","typezar_cis","typezar_kod","pnet_cis","pnet_kod","pocdospvdom_cis","pocdospvdom_kod","pocdetivdom_cis","pocdetivdom_kod","velskupobce_cis","velskupobce_kod","kvartilcpdom_cis","kvartilcpdom_kod","rok","uzemi_cis","uzemi_kod","uzemi_txt","stapro_txt","typezar_txt","pnet_text","pocdospvdom_txt","pocdetivdom_txt","velskupobce_txt","kvartilcpdom_txt"
"916837139","71.2","7638","183","3",,,,,,,,,,,"2013","100","3085","Královéhradecký kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836881","39.6","7638","182","36",,,,,,,,,,,"2013","100","3085","Královéhradecký kraj","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916836976","62.1","7640",,,"5725","02",,,,,,,,,"2013","100","3085","Královéhradecký kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837622","68.9","7640",,,,,,,,,,,,,"2013","100","3085","Královéhradecký kraj","Domácností s přístupem k internetu",,,,,,
"916837140","73.7","7638","183","3",,,,,,,,,,,"2014","100","3085","Královéhradecký kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836882","49.6","7638","182","36",,,,,,,,,,,"2014","100","3085","Královéhradecký kraj","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916836977","66.3","7640",,,"5725","02",,,,,,,,,"2014","100","3085","Královéhradecký kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837623","71.5","7640",,,,,,,,,,,,,"2014","100","3085","Královéhradecký kraj","Domácností s přístupem k internetu",,,,,,
"916837141","74.9","7638","183","3",,,,,,,,,,,"2015","100","3085","Královéhradecký kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836883","54.7","7638","182","36",,,,,,,,,,,"2015","100","3085","Královéhradecký kraj","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837061","69.8","7640",,,"5725","02",,,,,,,,,"2015","100","3085","Královéhradecký kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837624","73.8","7640",,,,,,,,,,,,,"2015","100","3085","Královéhradecký kraj","Domácností s přístupem k internetu",,,,,,
"916837231","77.3","7638","183","3",,,,,,,,,,,"2019","100","3085","Královéhradecký kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836887","66.2","7638","182","36",,,,,,,,,,,"2019","100","3085","Královéhradecký kraj","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837065","78.1","7640",,,"5725","02",,,,,,,,,"2019","100","3085","Královéhradecký kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837628","79.3","7640",,,,,,,,,,,,,"2019","100","3085","Královéhradecký kraj","Domácností s přístupem k internetu",,,,,,
"916837143","76.4","7638","183","3",,,,,,,,,,,"2017","100","3085","Královéhradecký kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836885","56.9","7638","182","36",,,,,,,,,,,"2017","100","3085","Královéhradecký kraj","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837063","74.2","7640",,,"5725","02",,,,,,,,,"2017","100","3085","Královéhradecký kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837626","76.6","7640",,,,,,,,,,,,,"2017","100","3085","Královéhradecký kraj","Domácností s přístupem k internetu",,,,,,
"916837144","77.3","7638","183","3",,,,,,,,,,,"2018","100","3085","Královéhradecký kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836886","61.6","7638","182","36",,,,,,,,,,,"2018","100","3085","Královéhradecký kraj","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837064","77.1","7640",,,"5725","02",,,,,,,,,"2018","100","3085","Královéhradecký kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837627","78.3","7640",,,,,,,,,,,,,"2018","100","3085","Královéhradecký kraj","Domácností s přístupem k internetu",,,,,,
"916837232","78.8","7638","183","3",,,,,,,,,,,"2020","100","3085","Královéhradecký kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836888","66.8","7638","182","36",,,,,,,,,,,"2020","100","3085","Královéhradecký kraj","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837066","81.3","7640",,,"5725","02",,,,,,,,,"2020","100","3085","Královéhradecký kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837629","81.3","7640",,,,,,,,,,,,,"2020","100","3085","Královéhradecký kraj","Domácností s přístupem k internetu",,,,,,
"916837142","76","7638","183","3",,,,,,,,,,,"2016","100","3085","Královéhradecký kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836884","54.9","7638","182","36",,,,,,,,,,,"2016","100","3085","Královéhradecký kraj","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837062","73.4","7640",,,"5725","02",,,,,,,,,"2016","100","3085","Královéhradecký kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837625","75.4","7640",,,,,,,,,,,,,"2016","100","3085","Královéhradecký kraj","Domácností s přístupem k internetu",,,,,,
"916837236","49.6","7638","183","3",,,,,,,,,,,"2008","100","3093","Pardubický kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837633","38.8","7640",,,,,,,,,,,,,"2008","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,,,,,
"916837070","33.6","7640",,,"5725","02",,,,,,,,,"2008","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837238","61.1","7638","183","3",,,,,,,,,,,"2010","100","3093","Pardubický kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837072","50.2","7640",,,"5725","02",,,,,,,,,"2010","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837635","55.7","7640",,,,,,,,,,,,,"2010","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,,,,,
"916837235","42.7","7638","183","3",,,,,,,,,,,"2007","100","3093","Pardubický kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837069","24.3","7640",,,"5725","02",,,,,,,,,"2007","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837632","31.4","7640",,,,,,,,,,,,,"2007","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,,,,,
"916837237","56.1","7638","183","3",,,,,,,,,,,"2009","100","3093","Pardubický kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837071","42.4","7640",,,"5725","02",,,,,,,,,"2009","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837634","48.2","7640",,,,,,,,,,,,,"2009","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,,,,,
"916837239","66.3","7638","183","3",,,,,,,,,,,"2011","100","3093","Pardubický kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837073","57.8","7640",,,"5725","02",,,,,,,,,"2011","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837636","62.5","7640",,,,,,,,,,,,,"2011","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,,,,,
"916837233","33.5","7638","183","3",,,,,,,,,,,"2005","100","3093","Pardubický kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837067","8.7","7640",,,"5725","02",,,,,,,,,"2005","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837630","21.6","7640",,,,,,,,,,,,,"2005","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,,,,,
"916837234","37.7","7638","183","3",,,,,,,,,,,"2006","100","3093","Pardubický kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837068","14.6","7640",,,"5725","02",,,,,,,,,"2006","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837631","25.8","7640",,,,,,,,,,,,,"2006","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,,,,,
"916837240","69.4","7638","183","3",,,,,,,,,,,"2012","100","3093","Pardubický kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837074","63","7640",,,"5725","02",,,,,,,,,"2012","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837637","66.8","7640",,,,,,,,,,,,,"2012","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,,,,,
"916837241","70.7","7638","183","3",,,,,,,,,,,"2013","100","3093","Pardubický kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836889","30.4","7638","182","36",,,,,,,,,,,"2013","100","3093","Pardubický kraj","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837075","64.6","7640",,,"5725","02",,,,,,,,,"2013","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837638","69","7640",,,,,,,,,,,,,"2013","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,,,,,
"916837242","71.7","7638","183","3",,,,,,,,,,,"2014","100","3093","Pardubický kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836890","37.5","7638","182","36",,,,,,,,,,,"2014","100","3093","Pardubický kraj","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837076","67.2","7640",,,"5725","02",,,,,,,,,"2014","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837639","71.3","7640",,,,,,,,,,,,,"2014","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,,,,,
"916837243","73.6","7638","183","3",,,,,,,,,,,"2015","100","3093","Pardubický kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836891","44.9","7638","182","36",,,,,,,,,,,"2015","100","3093","Pardubický kraj","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837077","71.2","7640",,,"5725","02",,,,,,,,,"2015","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837640","73.3","7640",,,,,,,,,,,,,"2015","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,,,,,
"916837247","76","7638","183","3",,,,,,,,,,,"2019","100","3093","Pardubický kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836895","68","7638","182","36",,,,,,,,,,,"2019","100","3093","Pardubický kraj","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837081","78.5","7640",,,"5725","02",,,,,,,,,"2019","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837644","78.6","7640",,,,,,,,,,,,,"2019","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,,,,,
"916837245","74.4","7638","183","3",,,,,,,,,,,"2017","100","3093","Pardubický kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836893","60.7","7638","182","36",,,,,,,,,,,"2017","100","3093","Pardubický kraj","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837079","74.5","7640",,,"5725","02",,,,,,,,,"2017","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837642","74.9","7640",,,,,,,,,,,,,"2017","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,,,,,
"916837246","74.2","7638","183","3",,,,,,,,,,,"2018","100","3093","Pardubický kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836894","63.9","7638","182","36",,,,,,,,,,,"2018","100","3093","Pardubický kraj","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837080","76.2","7640",,,"5725","02",,,,,,,,,"2018","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837643","76.3","7640",,,,,,,,,,,,,"2018","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,,,,,
"916837248","77.4","7638","183","3",,,,,,,,,,,"2020","100","3093","Pardubický kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836896","69.1","7638","182","36",,,,,,,,,,,"2020","100","3093","Pardubický kraj","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837082","79.5","7640",,,"5725","02",,,,,,,,,"2020","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837645","79.5","7640",,,,,,,,,,,,,"2020","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,,,,,
"916837244","74.9","7638","183","3",,,,,,,,,,,"2016","100","3093","Pardubický kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836892","53.8","7638","182","36",,,,,,,,,,,"2016","100","3093","Pardubický kraj","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837078","74","7640",,,"5725","02",,,,,,,,,"2016","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837641","75","7640",,,,,,,,,,,,,"2016","100","3093","Pardubický kraj","Domácností s přístupem k internetu",,,,,,
"916837252","45.5","7638","183","3",,,,,,,,,,,"2008","100","3107","Kraj Vysočina","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837086","33.3","7640",,,"5725","02",,,,,,,,,"2008","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837649","38.9","7640",,,,,,,,,,,,,"2008","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,,,,,
"916837254","57.5","7638","183","3",,,,,,,,,,,"2010","100","3107","Kraj Vysočina","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837088","49","7640",,,"5725","02",,,,,,,,,"2010","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837651","53","7640",,,,,,,,,,,,,"2010","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,,,,,
"916837251","40.4","7638","183","3",,,,,,,,,,,"2007","100","3107","Kraj Vysočina","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837085","24.8","7640",,,"5725","02",,,,,,,,,"2007","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837648","32","7640",,,,,,,,,,,,,"2007","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,,,,,
"916837253","50","7638","183","3",,,,,,,,,,,"2009","100","3107","Kraj Vysočina","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837087","41.6","7640",,,"5725","02",,,,,,,,,"2009","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837650","46.2","7640",,,,,,,,,,,,,"2009","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,,,,,
"916837255","62.6","7638","183","3",,,,,,,,,,,"2011","100","3107","Kraj Vysočina","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837089","56.1","7640",,,"5725","02",,,,,,,,,"2011","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837652","59.3","7640",,,,,,,,,,,,,"2011","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,,,,,
"916837249","34.4","7638","183","3",,,,,,,,,,,"2005","100","3107","Kraj Vysočina","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837083","7.2","7640",,,"5725","02",,,,,,,,,"2005","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837646","20.7","7640",,,,,,,,,,,,,"2005","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,,,,,
"916837250","38.2","7638","183","3",,,,,,,,,,,"2006","100","3107","Kraj Vysočina","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837084","14.3","7640",,,"5725","02",,,,,,,,,"2006","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837647","25.6","7640",,,,,,,,,,,,,"2006","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,,,,,
"916837256","66.6","7638","183","3",,,,,,,,,,,"2012","100","3107","Kraj Vysočina","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837090","60.3","7640",,,"5725","02",,,,,,,,,"2012","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837653","63.3","7640",,,,,,,,,,,,,"2012","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,,,,,
"916837257","69","7638","183","3",,,,,,,,,,,"2013","100","3107","Kraj Vysočina","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836978","34.5","7638","182","36",,,,,,,,,,,"2013","100","3107","Kraj Vysočina","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837174","65.1","7640",,,"5725","02",,,,,,,,,"2013","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837654","67.6","7640",,,,,,,,,,,,,"2013","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,,,,,
"916837258","69.6","7638","183","3",,,,,,,,,,,"2014","100","3107","Kraj Vysočina","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836979","38.9","7638","182","36",,,,,,,,,,,"2014","100","3107","Kraj Vysočina","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837175","64.1","7640",,,"5725","02",,,,,,,,,"2014","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837655","68.3","7640",,,,,,,,,,,,,"2014","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,,,,,
"916837259","71.9","7638","183","3",,,,,,,,,,,"2015","100","3107","Kraj Vysočina","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836980","43.2","7638","182","36",,,,,,,,,,,"2015","100","3107","Kraj Vysočina","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837176","65.1","7640",,,"5725","02",,,,,,,,,"2015","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837656","71.1","7640",,,,,,,,,,,,,"2015","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,,,,,
"916837349","81.2","7638","183","3",,,,,,,,,,,"2019","100","3107","Kraj Vysočina","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836984","68.1","7638","182","36",,,,,,,,,,,"2019","100","3107","Kraj Vysočina","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837180","83.4","7640",,,"5725","02",,,,,,,,,"2019","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837718","83.4","7640",,,,,,,,,,,,,"2019","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,,,,,
"916837347","76.4","7638","183","3",,,,,,,,,,,"2017","100","3107","Kraj Vysočina","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836982","54","7638","182","36",,,,,,,,,,,"2017","100","3107","Kraj Vysočina","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837178","71.4","7640",,,"5725","02",,,,,,,,,"2017","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837658","76.6","7640",,,,,,,,,,,,,"2017","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,,,,,
"916837348","78.3","7638","183","3",,,,,,,,,,,"2018","100","3107","Kraj Vysočina","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836983","60.6","7638","182","36",,,,,,,,,,,"2018","100","3107","Kraj Vysočina","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837179","78.4","7640",,,"5725","02",,,,,,,,,"2018","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837659","79.5","7640",,,,,,,,,,,,,"2018","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,,,,,
"916837350","82.4","7638","183","3",,,,,,,,,,,"2020","100","3107","Kraj Vysočina","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836985","75.6","7638","182","36",,,,,,,,,,,"2020","100","3107","Kraj Vysočina","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837181","85.1","7640",,,"5725","02",,,,,,,,,"2020","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837719","85.1","7640",,,,,,,,,,,,,"2020","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,,,,,
"916837260","71.7","7638","183","3",,,,,,,,,,,"2016","100","3107","Kraj Vysočina","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836981","48.7","7638","182","36",,,,,,,,,,,"2016","100","3107","Kraj Vysočina","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837177","63.2","7640",,,"5725","02",,,,,,,,,"2016","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837657","70.9","7640",,,,,,,,,,,,,"2016","100","3107","Kraj Vysočina","Domácností s přístupem k internetu",,,,,,
"916837354","48.4","7638","183","3",,,,,,,,,,,"2008","100","3115","Jihomoravský kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837185","36.4","7640",,,"5725","02",,,,,,,,,"2008","100","3115","Jihomoravský kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837723","43","7640",,,,,,,,,,,,,"2008","100","3115","Jihomoravský kraj","Domácností s přístupem k internetu",,,,,,
"916837356","62.4","7638","183","3",,,,,,,,,,,"2010","100","3115","Jihomoravský kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837187","56.8","7640",,,"5725","02",,,,,,,,,"2010","100","3115","Jihomoravský kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837725","59.6","7640",,,,,,,,,,,,,"2010","100","3115","Jihomoravský kraj","Domácností s přístupem k internetu",,,,,,
"916837353","41","7638","183","3",,,,,,,,,,,"2007","100","3115","Jihomoravský kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837184","26.5","7640",,,"5725","02",,,,,,,,,"2007","100","3115","Jihomoravský kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837722","34.5","7640",,,,,,,,,,,,,"2007","100","3115","Jihomoravský kraj","Domácností s přístupem k internetu",,,,,,
"916837355","55.7","7638","183","3",,,,,,,,,,,"2009","100","3115","Jihomoravský kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837186","46.1","7640",,,"5725","02",,,,,,,,,"2009","100","3115","Jihomoravský kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837724","51.3","7640",,,,,,,,,,,,,"2009","100","3115","Jihomoravský kraj","Domácností s přístupem k internetu",,,,,,
"916837357","66.8","7638","183","3",,,,,,,,,,,"2011","100","3115","Jihomoravský kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837188","64","7640",,,"5725","02",,,,,,,,,"2011","100","3115","Jihomoravský kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837726","65","7640",,,,,,,,,,,,,"2011","100","3115","Jihomoravský kraj","Domácností s přístupem k internetu",,,,,,
"916837351","33.8","7638","183","3",,,,,,,,,,,"2005","100","3115","Jihomoravský kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837182","10.1","7640",,,"5725","02",,,,,,,,,"2005","100","3115","Jihomoravský kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837720","22.4","7640",,,,,,,,,,,,,"2005","100","3115","Jihomoravský kraj","Domácností s přístupem k internetu",,,,,,
"916837352","36.1","7638","183","3",,,,,,,,,,,"2006","100","3115","Jihomoravský kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837183","18.5","7640",,,"5725","02",,,,,,,,,"2006","100","3115","Jihomoravský kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837721","27.9","7640",,,,,,,,,,,,,"2006","100","3115","Jihomoravský kraj","Domácností s přístupem k internetu",,,,,,
"916837358","69.5","7638","183","3",,,,,,,,,,,"2012","100","3115","Jihomoravský kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916837189","66.9","7640",,,"5725","02",,,,,,,,,"2012","100","3115","Jihomoravský kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837727","68.2","7640",,,,,,,,,,,,,"2012","100","3115","Jihomoravský kraj","Domácností s přístupem k internetu",,,,,,
"916837359","72.3","7638","183","3",,,,,,,,,,,"2013","100","3115","Jihomoravský kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836986","38.2","7638","182","36",,,,,,,,,,,"2013","100","3115","Jihomoravský kraj","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837190","70.8","7640",,,"5725","02",,,,,,,,,"2013","100","3115","Jihomoravský kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837728","71.7","7640",,,,,,,,,,,,,"2013","100","3115","Jihomoravský kraj","Domácností s přístupem k internetu",,,,,,
"916837360","73.4","7638","183","3",,,,,,,,,,,"2014","100","3115","Jihomoravský kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836987","43.2","7638","182","36",,,,,,,,,,,"2014","100","3115","Jihomoravský kraj","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837191","71.7","7640",,,"5725","02",,,,,,,,,"2014","100","3115","Jihomoravský kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837729","73.1","7640",,,,,,,,,,,,,"2014","100","3115","Jihomoravský kraj","Domácností s přístupem k internetu",,,,,,
"916837361","75.1","7638","183","3",,,,,,,,,,,"2015","100","3115","Jihomoravský kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836988","48.9","7638","182","36",,,,,,,,,,,"2015","100","3115","Jihomoravský kraj","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837730","75.6","7640",,,,,,,,,,,,,"2015","100","3115","Jihomoravský kraj","Domácností s přístupem k internetu",,,,,,
"916837192","74.6","7640",,,"5725","02",,,,,,,,,"2015","100","3115","Jihomoravský kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837365","79.4","7638","183","3",,,,,,,,,,,"2019","100","3115","Jihomoravský kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836992","62.8","7638","182","36",,,,,,,,,,,"2019","100","3115","Jihomoravský kraj","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837196","81.4","7640",,,"5725","02",,,,,,,,,"2019","100","3115","Jihomoravský kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837734","81.4","7640",,,,,,,,,,,,,"2019","100","3115","Jihomoravský kraj","Domácností s přístupem k internetu",,,,,,
"916837363","77.3","7638","183","3",,,,,,,,,,,"2017","100","3115","Jihomoravský kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836990","56.7","7638","182","36",,,,,,,,,,,"2017","100","3115","Jihomoravský kraj","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
"916837194","78.8","7640",,,"5725","02",,,,,,,,,"2017","100","3115","Jihomoravský kraj","Domácností s přístupem k internetu",,"Vysokorychlostní připojení",,,,
"916837732","79.3","7640",,,,,,,,,,,,,"2017","100","3115","Jihomoravský kraj","Domácností s přístupem k internetu",,,,,,
"916837364","78","7638","183","3",,,,,,,,,,,"2018","100","3115","Jihomoravský kraj","Domácností majících elektronické zařízení","Osobní počítač",,,,,
"916836991","60.5","7638","182","36",,,,,,,,,,,"2018","100","3115","Jihomoravský kraj","Domácností majících elektronické zařízení","Wi-Fi router",,,,,
